Training cell_line=K562 in mode piq-no-window-only
Proper cross validation
F1: 0.00319, ROC_AUC: 0.57574
chr1	0.00662	0.61791
chr10	0.00000	0.63100
chr11	0.00000	0.57718
chr12	0.00000	0.53792
chr13	0.00000	0.38217
chr14	0.00000	0.45644
chr15	0.00000	0.53518
chr16	0.00000	0.64811
chr17	0.00000	0.53106
chr18	0.00000	0.51683
chr19	0.00000	0.61138
chr2	0.00000	0.62763
chr20	0.00000	0.65779
chr21	0.00000	0.50639
chr22	0.00000	0.55407
chr3	0.00000	0.52338
chr4	0.00000	0.47055
chr5	0.00000	0.61574
chr6	0.01356	0.63200
chr7	0.00000	0.64139
chr8	0.04255	0.77442
chr9	0.01064	0.56661
chrX	0.00000	0.62690
