Training cell_line=K562 in mode piq-window-only
Proper cross validation
F1: 0.00249, ROC_AUC: 0.63917
chr1	0.00000	0.67425
chr10	0.00000	0.60717
chr11	0.00000	0.67353
chr12	0.00000	0.69469
chr13	0.00000	0.49269
chr14	0.00000	0.53135
chr15	0.00000	0.72963
chr16	0.00000	0.73098
chr17	0.00000	0.71213
chr18	0.00000	0.68203
chr19	0.00000	0.68324
chr2	0.00000	0.62022
chr20	0.00000	0.66968
chr21	0.00000	0.29987
chr22	0.00000	0.63117
chr3	0.00000	0.63606
chr4	0.00000	0.60955
chr5	0.00000	0.56713
chr6	0.05732	0.73286
chr7	0.00000	0.69972
chr8	0.00000	0.66856
chr9	0.00000	0.64458
chrX	0.00000	0.70976
